id,slug,title,url,sector_clean,country_clean,year_clean,report_type_clean,org_type,assurance_clean,sroi_ratio_value,total_investment_raw,stakeholder_mentions,has_pdf,pdf_extracted,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,is_assured_raw,publication_year_raw
325,evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-case-of-the-rohini-river-basin-india,Reports Database:Evaluating Costs and Benefits of Flood Reduction under Changing Climatic Conditions,https://socialvalueuk.org/reports/evaluating-costs-and-benefits-of-flood-reduction-under-changing-climatic-conditions-case-of-the-rohini-river-basin-india/,environment,Nepal,2008,Unknown,private,0,,,5,1,1,1,5000,0,1,0,0,0,2,1,1,5,31.2,0,2023
326,costs-and-benefits-of-early-warning-systems,Reports Database:Costs and benefits of early warning systems,https://socialvalueuk.org/reports/costs-and-benefits-of-early-warning-systems/,other,Unknown,,Unknown,unknown,0,,,0,1,1,1,5000,0,0,0,0,0,0,0,0,0,0.0,0,2023
327,recycling-cost-benefit-analysis,Reports Database:Recycling: Cost Benefit Analysis,https://socialvalueuk.org/reports/recycling-cost-benefit-analysis/,environment,New Zealand,2007,Unknown,government,0,,"Costs 

6.4",0,1,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,0,2023
328,assessing-the-costs-and-benefits-of-adaptation-options-an-overview-of-approaches,Reports Database:Assessing the Costs and Benefits of Adaptation Options: An Overview of Approaches,https://socialvalueuk.org/reports/assessing-the-costs-and-benefits-of-adaptation-options-an-overview-of-approaches/,agriculture_food,Australia,2009,Unknown,government,0,,,1,1,1,1,5000,0,1,0,0,0,2,1,2,6,37.5,0,2023
329,standing-council-on-environment-and-water-cost-benefit-analysis-report,Reports Database:Standing Council on Environment and Water: Cost benefit analysis report,https://socialvalueuk.org/reports/standing-council-on-environment-and-water-cost-benefit-analysis-report/,arts_culture,Australia,2011,Unknown,government,1,,,3,1,1,1,5000,2,1,1,1,0,2,1,0,8,50.0,0,2023
330,stakeholder-focused-cost-benefit-analysis-in-the-water-sector,Reports Database:Stakeholder-focused cost-benefit analysis in the water sector,https://socialvalueuk.org/reports/stakeholder-focused-cost-benefit-analysis-in-the-water-sector/,environment,Bangladesh,2012,Unknown,private,0,,"costs  

35",43,1,1,1,5000,2,1,1,0,0,1,2,0,7,43.8,0,2023
331,assessing-the-social-costs-and-benefits-of-regulating-carbon-emissions,Reports Database:Assessing the Social Costs and Benefits of Regulating Carbon Emissions,https://socialvalueuk.org/reports/assessing-the-social-costs-and-benefits-of-regulating-carbon-emissions/,environment,USA,2015,Unknown,government,0,,,0,1,1,1,5000,0,1,0,0,0,1,2,0,4,25.0,0,2023
332,a-social-cost-benefit-analysis-of-an-electric-vehicle,Reports Database:A Social Cost-Benefit Analysis of an Electric Vehicle,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-of-an-electric-vehicle/,housing,Unknown,2011,Unknown,government,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,2,4,25.0,0,2023
333,a-social-cost-benefit-analysis-early-intervention-programs-to-assist-children-with-hearing-loss-develop-spoken-language,Reports Database:A social cost-benefit analysis: Early intervention programs to assist children with,https://socialvalueuk.org/reports/a-social-cost-benefit-analysis-early-intervention-programs-to-assist-children-with-hearing-loss-develop-spoken-language/,education,Australia,2006,Unknown,charity,0,,,0,1,1,1,5000,2,1,1,0,0,1,0,0,5,31.2,0,2023
334,the-economics-of-early-response-and-disaster-resilience-lessons-from-kenya-and-ethiopia,Reports Database:The Economics of Early Response and Disaster Resilience: Lessons from Kenya and Eth,https://socialvalueuk.org/reports/the-economics-of-early-response-and-disaster-resilience-lessons-from-kenya-and-ethiopia/,agriculture_food,UK,2012,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,1,0,1,1,1,6,37.5,0,2023
335,uttar-pradesh-drought-cost-benefit-analysis,Reports Database:Uttar Pradesh Drought Cost-Benefit Analysis,https://socialvalueuk.org/reports/uttar-pradesh-drought-cost-benefit-analysis/,agriculture_food,Nepal,2008,Unknown,private,0,,"costs

1",0,1,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,0,2023
336,impact-assessment-a-report-on-the-woodcraft-folk-in-sctoland,Reports Database:Impact Assessment. A report on the Woodcraft Folk in Sctoland.,https://socialvalueuk.org/reports/impact-assessment-a-report-on-the-woodcraft-folk-in-sctoland/,youth,UK,,Unknown,unknown,0,,,1,1,1,1,5000,2,1,0,0,0,0,0,2,5,31.2,0,2023
337,managing-uncertainty-an-economic-evaluation-of-community-based-adaptation-in-dakoro-niger,Reports Database:Managing uncertainty: An economic evaluation of community-based adaptation in Dakor,https://socialvalueuk.org/reports/managing-uncertainty-an-economic-evaluation-of-community-based-adaptation-in-dakoro-niger/,environment,Australia,2014,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,2,0,1,0,2,1,2,8,50.0,0,2023
338,forgotten-families-the-impact-of-isolation-on-families-with-disabled-children-across-the-uk,Reports Database:Forgotten Families: The impact of isolation on families with disabled children acro,https://socialvalueuk.org/reports/forgotten-families-the-impact-of-isolation-on-families-with-disabled-children-across-the-uk/,disability,UK,2011,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,0,0,0,0,0,2,12.5,0,2023
339,greasy-palms-the-social-and-ecological-impacts-of-large-scale-oil-palm-plantation-development-in-southeast-asia,Reports Database:Greasy Palms: the social and ecological impacts of large-scale oil palm plantation ,https://socialvalueuk.org/reports/greasy-palms-the-social-and-ecological-impacts-of-large-scale-oil-palm-plantation-development-in-southeast-asia/,environment,UK,1997,Unknown,unknown,0,,,3,1,1,1,5000,0,1,0,0,0,0,0,2,3,18.8,0,2023
340,girls-friendly-society-annual-review-2013,Reports Database:Girls’ Friendly Society Annual Review 2013,https://socialvalueuk.org/reports/girls-friendly-society-annual-review-2013/,youth,UK,2013,Unknown,charity,0,,"Investments 11,586",0,1,1,1,5000,0,0,1,1,0,0,0,0,2,12.5,0,2023
341,the-health-impacts-of-cold-homes-and-fuel-poverty,Reports Database:The Health Impacts of Cold Homes and Fuel Poverty,https://socialvalueuk.org/reports/the-health-impacts-of-cold-homes-and-fuel-poverty/,environment,UK,2011,Unknown,government,0,,,0,1,1,1,5000,0,1,0,1,0,1,0,2,5,31.2,0,2023
342,social-investment-scotland-our-social-impact-2,Reports Database:Social Investment Scotland: Our Social Impact,https://socialvalueuk.org/reports/social-investment-scotland-our-social-impact-2/,social_inclusion,UK,,Unknown,charity,0,,,0,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
343,national-evaluation-of-flying-start-impact-report,Reports Database:National Evaluation of Flying Start: Impact Report,https://socialvalueuk.org/reports/national-evaluation-of-flying-start-impact-report/,education,UK,2013,Unknown,government,1,,,0,1,1,1,5000,2,1,0,0,0,0,0,0,3,18.8,0,2023
344,estimating-the-costs-of-child-poverty-in-2013,Reports Database:Estimating the costs of child poverty in 2013,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty-in-2013/,employment,UK,2008,Unknown,charity,0,,cost £1.9,0,1,1,1,5000,0,1,1,0,0,1,1,0,4,25.0,0,2023
345,estimating-the-costs-of-child-poverty,Reports Database:Estimating the costs of child poverty,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty/,education,Unknown,2008,Unknown,government,0,,,0,1,1,1,5000,2,1,1,0,0,1,1,1,7,43.8,0,2023
346,social-valuation-of-resident-support-services-newlon-fusion,Reports Database:Social valuation of resident support services Newlon Fusion,https://socialvalueuk.org/reports/social-valuation-of-resident-support-services-newlon-fusion/,community,UK,2012,Unknown,private,1,,,8,1,1,1,5000,2,1,1,1,2,1,1,2,11,68.8,0,2023
348,student-contributions-to-the-uk-economy,Reports Database:Student contributions to the UK economy,https://socialvalueuk.org/reports/student-contributions-to-the-uk-economy/,education,UK,2013,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,1,1,0,0,1,0,1,4,25.0,0,2023
349,building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick,Reports Database:Building Bridges: An Evaluation and Social Return on Investment Study of the Le Ché,https://socialvalueuk.org/reports/building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick/,justice,Ireland,2015,Unknown,unknown,0,,,6,1,1,1,5000,1,1,1,0,0,1,2,2,8,50.0,0,2023
350,investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life,Reports Database:Investing in culture and community: The Social Return on Investing in work-based le,https://socialvalueuk.org/reports/investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life/,arts_culture,UK,,Unknown,unknown,0,,,2,1,1,1,5000,1,1,1,1,2,1,0,2,9,56.2,0,2023
351,making-a-difference-the-social-impact-of-brigade,Reports Database:Making a difference. The social impact of Brigade.,https://socialvalueuk.org/reports/making-a-difference-the-social-impact-of-brigade/,housing,UK,2011,Unknown,charity,1,,,1,1,1,1,5000,1,1,1,0,0,2,2,2,9,56.2,0,2023
352,alabama-legal-aid-social-return-on-investment,Reports Database:Alabama Legal Aid Social Return on Investment,https://socialvalueuk.org/reports/alabama-legal-aid-social-return-on-investment/,housing,UK,2013,Unknown,unknown,0,,"INVESTMENT 

884",0,1,1,1,5000,2,1,1,0,0,0,0,0,4,25.0,0,2023
353,iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma,Reports Database:Iniziative di microcredito e microfinanza a favore delle popolzioni colpite dal sis,https://socialvalueuk.org/reports/iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma/,microfinance,Ireland,,Unknown,unknown,0,,,1,1,1,1,5000,1,0,0,0,0,0,0,0,1,6.2,0,2023
354,the-local-food-programme-a-social-return-on-investment-approach,Reports Database:The Local Food programme: A Social Return on Investment Approach,https://socialvalueuk.org/reports/the-local-food-programme-a-social-return-on-investment-approach/,housing,UK,2013,Unknown,unknown,0,,,3,1,1,1,5000,1,2,1,1,2,2,2,2,13,81.2,0,2023
355,football-foundation-sroi-analysis-and-extra-time,Reports Database:Football Foundation: SROI analysis and Extra Time,https://socialvalueuk.org/reports/football-foundation-sroi-analysis-and-extra-time/,sports,UK,2011,Forecast,charity,0,,,10,1,1,1,5000,2,2,2,1,0,1,0,2,10,62.5,0,2023
356,survivors-manchester-sroi-report,Reports Database:Survivors Manchester SROI Report,https://socialvalueuk.org/reports/survivors-manchester-sroi-report/,other,UK,2012,Unknown,charity,0,,"cost of £60,000",17,1,1,1,5000,2,1,1,0,0,2,0,0,6,37.5,0,2023
357,sroi-evaluation-analysis-ahdaaf-project,Reports Database:SROI Evaluation Analysis “Ahdaaf” Project,https://socialvalueuk.org/reports/sroi-evaluation-analysis-ahdaaf-project/,housing,Unknown,2013,Unknown,charity,0,,,25,1,1,1,5000,2,2,1,1,0,1,2,2,11,68.8,0,2023
359,introduction-to-supported-employment,Reports Database:Introduction to Supported Employment,https://socialvalueuk.org/reports/introduction-to-supported-employment/,education,Unknown,2009,Unknown,government,0,,,2,1,1,1,5000,2,2,1,0,0,1,1,1,8,50.0,0,2023
360,measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia,Reports Database:Measuring social value creation at Saipem’s Karimun Island fabrication yard in Indo,https://socialvalueuk.org/reports/measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia/,sports,Indonesia,2007,Unknown,government,0,,,13,1,1,1,5000,2,2,1,1,0,0,1,1,8,50.0,0,2023
361,region-of-waterloo-step-home-sroi-roll-up-report,Reports Database:Region of Waterloo STEP Home SROI Roll-Up Report,https://socialvalueuk.org/reports/region-of-waterloo-step-home-sroi-roll-up-report/,housing,Canada,2013,Unknown,government,0,,,4,1,1,1,5000,1,1,1,0,0,0,0,1,4,25.0,0,2023
362,summary-and-extracts-from-edinburgh-leisures-social-return-on-investment,Reports Database:Summary and extracts from Edinburgh Leisure’s Social Return on Investment,https://socialvalueuk.org/reports/summary-and-extracts-from-edinburgh-leisures-social-return-on-investment/,sports,UK,2015,Unknown,charity,0,,,1,1,1,1,5000,1,1,1,0,0,1,0,1,5,31.2,0,2023
363,an-sroi-report-from-the-social-resources-institute-in-china,Reports Database:An SROI report from the Social Resources Institute in China,https://socialvalueuk.org/reports/an-sroi-report-from-the-social-resources-institute-in-china/,other,Unknown,2008,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,0,0,0,0,1,0,0,1,6.2,0,2023
364,the-social-return-of-real-jobs-summary,Reports Database:The Social Return of Real Jobs Summary,https://socialvalueuk.org/reports/the-social-return-of-real-jobs-summary/,disability,UK,2010,Unknown,government,0,,,10,1,1,1,5000,1,1,1,1,0,1,0,1,6,37.5,0,2023
365,womens-support-network-wsn-sroi-pilot-reports,Reports Database:Women’s Support Network (WSN): SROI Pilot Reports,https://socialvalueuk.org/reports/womens-support-network-wsn-sroi-pilot-reports/,housing,UK,2010,Forecast,unknown,0,,investment of £1,9,1,1,1,5000,2,2,1,1,0,2,2,2,12,75.0,0,2023
367,forecast-sroi-report-of-excited-ed-cic-activities,Reports Database:Forecast SROI Report of Excited-ed CIC Activities,https://socialvalueuk.org/reports/forecast-sroi-report-of-excited-ed-cic-activities/,other,Unknown,2013,Forecast,social_enterprise,1,,,6,1,1,1,5000,2,2,0,2,2,1,0,0,9,56.2,0,2023
368,foundation-east-sroi,Reports Database:Foundation East SROI,https://socialvalueuk.org/reports/foundation-east-sroi/,employment,UK,,Unknown,private,1,,"TOTAL INPUT

£4,860",14,1,1,1,5000,1,1,1,1,0,2,2,0,8,50.0,1,2023
369,the-value-of-shoreditch-trusts-blue-marble-training-2,Reports Database:The Value of Shoreditch Trust’s Blue Marble Training,https://socialvalueuk.org/reports/the-value-of-shoreditch-trusts-blue-marble-training-2/,employment,Unknown,2000,Unknown,government,0,,"Inputs  

188",9,1,1,1,5000,1,2,2,2,2,2,2,2,15,93.8,0,2023
370,gentoo-living-young-persons-supported-housing-service-steps,Reports Database:Gentoo Living Young Persons Supported Housing Service – STEPS,https://socialvalueuk.org/reports/gentoo-living-young-persons-supported-housing-service-steps/,housing,UK,2013,Forecast,private,1,,,6,1,1,1,5000,2,2,1,1,2,2,2,2,14,87.5,0,2023
371,adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead,Reports Database:Adult and Community Learning Fund: Forecast of SROI of Silver Lining at The Sage Ga,https://socialvalueuk.org/reports/adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead/,education,Unknown,2011,Forecast,unknown,0,,,6,1,1,1,5000,1,2,1,1,2,2,2,2,13,81.2,0,2023
373,measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition,Reports Database:Measuring the Value Created by Auckland Museum’s Moana – My Ocean Exhibition,https://socialvalueuk.org/reports/measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition/,education,New Zealand,2014,Unknown,government,1,,,12,1,1,1,5000,2,1,1,0,1,1,1,1,8,50.0,1,2023
375,mayors-music-fund-for-young-londoners-impact-report-2014,Reports Database:Mayor’s Music Fund For Young Londoners Impact Report 2014,https://socialvalueuk.org/reports/mayors-music-fund-for-young-londoners-impact-report-2014/,education,UK,2014,Unknown,government,0,,,0,1,1,1,5000,0,1,0,0,0,1,1,1,4,25.0,0,2023
376,making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014,"Reports Database:Making their lives better: now, tomorrow and every day. Action for Children Impact ",https://socialvalueuk.org/reports/making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014/,other,Unknown,2014,Unknown,unknown,0,,,0,0,0,0,0,,,,,,,,,,,0,
377,skillforce-social-impact-report-2014-2,Reports Database:SkillForce Social Impact Report 2014,https://socialvalueuk.org/reports/skillforce-social-impact-report-2014-2/,education,Uganda,2012,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,0,2023
378,calvert-foundation-2014-social-impact-report,Reports Database:Calvert Foundation 2014 Social Impact Report,https://socialvalueuk.org/reports/calvert-foundation-2014-social-impact-report/,housing,USA,2014,Unknown,charity,0,,,0,1,1,1,5000,0,1,1,0,0,0,0,0,2,12.5,0,2023
379,westminster-befriend-a-family-social-impact-evaluation-report,Reports Database:Westminster Befriend A Family Social Impact Evaluation Report,https://socialvalueuk.org/reports/westminster-befriend-a-family-social-impact-evaluation-report/,housing,UK,2015,Unknown,charity,0,,,0,1,1,1,5000,1,2,0,1,0,1,0,2,7,43.8,0,2023
380,cost-analysis-of-anne-arundel-county-maryland-drug-court,"Reports Database:Cost Analysis of Anne Arundel County, Maryland Drug Court",https://socialvalueuk.org/reports/cost-analysis-of-anne-arundel-county-maryland-drug-court/,health,USA,2004,Unknown,private,0,,,0,1,1,1,5000,1,1,2,0,0,2,0,0,6,37.5,0,2023
382,cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina,Reports Database:Cost-Benefit Analysis of Raising the Age of Juvenile Jurisdiction in North Carolina,https://socialvalueuk.org/reports/cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina/,justice,USA,2009,Unknown,government,0,,cost of $49.2,0,1,1,1,5000,2,1,2,2,0,2,0,0,9,56.2,0,2023
383,9541,Reports Database:Cost benefit analyses of alcohol policy – a primer,https://socialvalueuk.org/reports/9541/,education,Australia,2010,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,0,0,2,1,0,5,31.2,0,2023
