id,title,sector_clean,country_clean,report_type_clean,assurance_clean,text_chars,pdf_pages,pdf_source,kw_wellby,kw_qaly,kw_hact,kw_unit_cost,kw_cabinet_office,kw_wtp,kw_replacement_cost,kw_wage_rate,kw_nhs_costs,kw_gov_statistics,kw_literature,kw_bespoke,kw_svuk_resources,kw_global_value_exchange,kw_four_people,kw_local_multiplier,kw_employment_proxy,kw_health_proxy,kw_education_proxy,kw_housing_proxy,n_methods_detected,primary_proxy_method,proxy_sources_named,n_proxies_estimated,monetization_approach,has_sensitivity_on_proxies,monetization_notes,extraction_status
46,Reports Database:Communities and Local Government Supporting People Programme 20,housing,UK,Evaluative,0,15000,198,fullpdf,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,5.0,replacement_cost,"[""DWP Annual Report 2007-8"", ""DWP Tabulation Tool"", ""Jobcentre Plus Accounts""]",5.0,partial,False,"The report uses replacement cost as a primary method, estimating the financial benefits of the Supporting People programme by comparing costs of existing support arrangements with alternative provisions. It references various DWP reports and tools for data on costs and benefits.",ok
47,Reports Database:SROI Analysis of the Housing Coordinator Project,housing,Unknown,Evaluative,0,15000,37,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,mixed,"[""Kids Having Kids: Economic Costs and Social Consequences of Teen Pregnancy"", ""The Economic Costs and Consequences of Child Abuse in Canada"", ""Honig, Alice Sterling and Morin, Christine. 'When Should Programs for Teen Parents and Babies Begin? Longitudinal Evaluation of a Teen Parents and Babies Program'""]",5.0,partial,True,"The report uses a mix of academic literature and stakeholder consultations to assign financial proxies, including costs associated with child abuse and the economic impact of teen pregnancy. Sensitivity analysis is discussed regarding the uncertainty of proxy values.",ok
48,Reports Database:The economic and social costs of crime,housing,UK,Evaluative,0,15000,100,fullpdf,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,5.0,mixed,"[""Home Office Online Report 30/05"", ""British Security Industries Association"", ""Mintel Market Intelligence Special Report"", ""British Crime Survey"", ""Commercial Victimisation Survey"", ""British Retail Consortium"", ""Highways Economics Note No. 1 1998""]",10.0,partial,True,"The report uses a mix of methods including QALYs for health impacts, willingness to pay for safety improvements, and market rates for security expenditures. It cites various sources for cost estimates, including government reports and market intelligence, while acknowledging the limitations and unce",ok
49,Reports Database:Making services better: costs and benefits of the young inspect,youth,UK,Evaluative,0,15000,50,fullpdf,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1.0,literature,"[""McIntosh, S., (2004a), \u201cThe Impact of Vocational Qualifications on the Labour Market Outcomes of Low-Achieving School-Leavers,\u201d CEP Discussion Paper No. 621"", ""Office of National Statistics""]",5.0,partial,False,"The report uses literature to estimate the monetary value of educational achievements and their impact on employment outcomes, specifically referencing the increased probability of finding work associated with vocational qualifications. The analysis includes a tipping point approach to assess the sc",ok
50,Reports Database:The economic cost of underachievement of black boys and young m,employment,Unknown,Evaluative,0,15000,78,fullpdf,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2.0,unit_cost,"[""Labour Force Survey (LFS)"", ""DWP"", ""Office for National Statistics"", ""Walker and Zhu, 'Education, Earnings and Productivity: Recent UK Evidence', 2003""]",5.0,partial,False,"The report estimates the economic costs of educational underachievement using unit costs derived from the Labour Force Survey and other government statistics. It focuses on the relationship between educational attainment and labour market outcomes, including earnings and employment rates.",ok
51,Reports Database:A Fare Return: Ensuring the UK’s railways deliver true value fo,environment,UK,Evaluative,0,15000,69,fullpdf,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,mixed,"[""SRA figures"", ""Wardman, 2001"", ""Graham 2004"", ""Association of Train Operating Companies (ATOC)""]",5.0,partial,False,"The report uses a mix of proxies including fare reductions, comfort differences based on fare comparisons, and speed metrics to estimate the social value of rail services. It references various studies and reports to derive these values, applying a standard discount rate for financial calculations.",ok
52,Reports Database:Degrees of Value – How Universities Benefit Society,education,UK,Evaluative,0,15000,36,fullpdf,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2.0,mixed,"[""Electoral Commission"", ""NOMIS Population estimates"", ""OECD Education at a Glance"", ""NHS Annual Choices Report"", ""Miilunpalo and Vuori (1997)"", ""Ahlerup, Olsson, and Yanagizawa (2008)""]",10.0,partial,False,"The report uses a mix of contingent valuation and revealed preference pricing to derive financial proxies for social benefits associated with university education, including government spending on civic engagement and the economic impact of improved health outcomes.",ok
54,Reports Database:Growing Social Capital SROI Analysis,community,UK,Evaluative,0,15000,60,fullpdf,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,4.0,mixed,"[""Units Costs for Health and Social Care, published by the Personal Social Services Research Unit"", ""Centre for Mental Health, The economic and social costs of mental illness"", ""National Statistics Feature: Self-employment in the UK labour market"", ""Royal Automobile Club as quoted in The Guardian"", ""BHPS data 1997-2003 as analysed by Nattavudh Powdthavee""]",5.0,partial,True,"The report uses a mix of financial proxies including costs of therapy sessions, QALY values, and annual costs of car ownership, sourced from various health and social care databases, as well as academic literature. Sensitivity analysis was conducted to assess the impact of varying key assumptions on",ok
56,Reports Database:Cost benefit analysis of early childhood intervention,education,USA,Evaluative,0,15000,31,fullpdf,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,willingness to pay,"[""Aos et al (2004)"", ""Cabinet Office WELLBYs""]",2.0,partial,True,"The report uses a willingness to pay approach to estimate the cost-effectiveness of the parenting programme, referencing various studies for context. It discusses sensitivity around the willingness to pay values and their implications for the cost-effectiveness analysis.",ok
57,Reports Database:Alliance of Sector Skills Councils – Evaluating Economic Impact,education,UK,Evaluative,0,15000,87,fullpdf,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3.0,unit_cost,"[""Cabinet Office"", ""Department for Business Innovation & Skills"", ""Institute for Fiscal Studies"", ""New Economics Foundation""]",,partial,True,The report utilizes unit costs derived from government statistics and other validated sources to estimate the economic impact of training interventions. It discusses sensitivity analysis regarding assumptions made about the benefits attributable to the Sector Skills Councils.,ok
59,Reports Database:Alana House SROI,education,UK,Evaluative,0,15000,59,fullpdf,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,2.0,unit_cost,"[""Foresight (2002)"", ""Godfrey & Hutton (2002)""]",10.0,partial,False,"The report uses unit costs for various outcomes, including housing benefits and health costs related to obesity, with specific figures derived from Foresight and Godfrey & Hutton studies. Some outcomes are monetized while others are not.",ok
60,Reports Database:HACT – The social impact of housing providers,health,Unknown,Evaluative,0,15000,54,fullpdf,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5.0,wellby,"[""Cabinet Office WELLBYs"", ""British Household Panel Survey (BHPS)"", ""Institute of Social and Economic Research (ISER)"", ""Economic and Social Data Service (ESDS)""]",5.0,full,False,"The report utilizes the WELLBY approach to value the social impact of housing, drawing on data from the British Household Panel Survey and other sources to estimate the wellbeing impacts of housing quality and associated interventions.",ok
61,Reports Database:Social Return on Investment: Developing Power,education,Philippines,Evaluative,0,15000,5,fullpdf,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,literature,"[""World Bank study on Rural Electrification and Development in the Philippines"", ""WHO study on Household Energy and Indoor Air Pollution""]",6.0,partial,False,"The report uses average income from a World Bank study to scale benefits for Bahia, Brazil, and estimates various benefits from electricity access based on literature, including increased income from education and productivity, environmental benefits from reduced CO2 emissions, and health benefits d",ok
62,Reports Database:PACT Witney Children’s Centre SROI Evaluation,education,UK,Evaluative,0,15000,44,fullpdf,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2.0,replacement_cost,"[""Foresight study"", ""ONS statistics""]",5.0,partial,True,"The report uses replacement cost proxies based on health care savings from reduced obesity, with values derived from the Foresight study and ONS statistics. It discusses sensitivity around assumptions related to obesity rates and health care costs.",ok
63,Reports Database:Investing in Natural Capital: A financial assessment of social ,environment,India,Evaluative,0,15000,15,fullpdf,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,replacement_cost,[],,full,False,"The report uses the avoided cost method to estimate the economic benefits of the social forestry project, quantifying the annual value of forest resources to local people and projecting returns on investment over time.",ok
64,Reports Database:Capturing the outcomes of Hub museums sustainability activities,arts_culture,UK,Evaluative,0,15000,176,fullpdf,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,unit_cost,"[""Direct.gov.uk"", ""HM Treasury"", ""Buscha et al. (2009)"", ""Vignoles et al. (2010)"", ""Jenkins et al. (2010)"", ""Lee (2010)"", ""Ech2o (2010)""]",10.0,partial,True,"The report uses unit costs for various outcomes, including minimum wage rates for employment and savings from reduced benefits. It discusses uncertainties related to wage increases and the impact of training on employment outcomes.",ok
65,Reports Database:Sitra – The costs and benefits of housing related support,health,UK,Evaluative,0,15000,26,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,replacement_cost,"[""Capgemini Model"", ""DCLG financial benefits research""]",5.0,partial,False,"The report uses a replacement cost method to estimate savings from Housing Related Support (HRS) services, indicating that every £1 spent on HRS saves £3 in public costs. It references the Capgemini model and DCLG research for its financial assessments.",ok
66,Reports Database:The Social Value of Community Housing in Australia,housing,Australia,Evaluative,0,15000,84,fullpdf,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,1.0,mixed,"[""UK Office of the Third Sector, 2009""]",6.0,partial,False,"The report uses a mix of financial proxies including increased disposable income, improved earning potential, and reduced health service demand, primarily relying on existing literature and transferable values due to the lack of primary data collection.",ok
68,"Reports Database:The Michael Project, 2007-2010: New perspectives and possibilit",housing,Australia,Evaluative,0,15000,75,fullpdf,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,replacement_cost,"[""AHURI study"", ""Flatau et al., 2008""]",5.0,partial,False,The report uses replacement cost methods to estimate savings in health and justice services due to improved outcomes for clients. It references an AHURI study to support its findings on cost reductions associated with homelessness programs.,ok
69,Reports Database:Young Foundation: Outcomes Framework for young peoples services,employment,UK,Evaluative,0,15000,51,fullpdf,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2.0,mixed,"[""new economics foundation (nef)"", ""Department for Education (DfE)"", ""Home Office publications"", ""C4EO"", ""Department for Business, Skills and Innovation"", ""Department for Communities and Local Government""]",5.0,partial,False,"The report uses a mixed approach to monetization, combining cost savings to the state with less tangible outcomes such as increased confidence. It references various government reports and studies to support its findings.",ok
70,Reports Database:St Giles Trust – An analysis of economic impact,employment,UK,Evaluative,0,8132,32,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,unit_cost,"[""Social Exclusion Report (2002)"", ""Ministry of Justice (2007)"", ""Home Office (2003) Resettlement Survey"", ""DirectGov (2009)""]",5.0,full,False,"The report uses unit costs derived from various government and academic sources to estimate the annual cost of an individual re-offender, including criminal justice costs, non-criminal justice costs, and lost wages. The figures are adjusted to 2009 prices for consistency.",ok
71,Reports Database:Microeconomic Evidence for the Benefits of Investment in the En,environment,UK,Evaluative,0,15000,84,fullpdf,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,3.0,mixed,"[""Garrod, 2002"", ""Home Office, 2003/04"", ""Kawachi et al., 1997"", ""Gobster, 1998"", ""Kuo and Sullivan, 2001"", ""Layard, 2006"", ""The Sainsbury Centre for Mental Health, 2003""]",5.0,partial,False,"The report uses a mix of proxies including willingness to pay for woodland views and economic costs associated with mental illness. It also discusses the potential for monetizing community cohesion through volunteer hours and crime reduction, but does not provide a comprehensive monetization for all",ok
72,Reports Database:Youth Justice Cost Benefit Analysis,health,UK,Evaluative,0,5422,2,fullpdf,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2.0,unit_cost,"[""Investing in Children"", ""Washington State Institute for Public Policy"", ""Pro Bono Economics""]",7.0,partial,False,"The report uses unit costs derived from various interventions to estimate economic benefits, applying a standard method to calculate costs that reflect what commissioning agencies would pay. It references established models and independent support for its analysis.",ok
73,Reports Database:Investing in Children Technical Report April 2012,education,UK,Evaluative,0,15000,42,fullpdf,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0,unit_cost,"[""Washington State Institute for Public Policy"", ""Curtis, L. (2010). Unit costs of health and social care 2010"", ""Barnoski, R. (2009, December). Providing evidence-based programs with fidelity in Washington State juvenile courts: Cost analysis""]",10.0,partial,True,"The report uses unit costs from various sources, including the Washington State Institute for Public Policy, to estimate the costs associated with crime and educational interventions. It discusses uncertainty around these estimates and incorporates sensitivity analysis through Monte Carlo simulation",ok
74,Reports Database:Care & Repair Programme – Irish Life/Age Action,elderly,Ireland,Forecast,0,15000,35,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,mixed,[],,partial,False,"The report calculates a social return on investment ratio of €16.85 for every €1 invested, indicating a partial monetization of outcomes related to comfort, security, and reduced isolation for elderly participants. However, specific financial proxies or sources for these values are not detailed.",ok
76,Reports Database:Costs & Benefits of Early Years and Education,education,UK,Evaluative,0,7477,2,fullpdf,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,unit_cost,[],20.0,partial,False,"The report uses unit costs for various educational interventions to estimate benefits, with specific financial values assigned to each approach. However, it does not provide named sources for these unit costs.",ok
77,Reports Database:The outcomes and values of SOUL’s advanced SROI training course,education,Unknown,Evaluative,0,15000,86,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.0,mixed,"[""Website Statistics Sweden, 2011"", ""Website Facts on economics, 2011"", ""Hirsch et al., 2009""]",3.0,partial,False,"The report uses a mix of proxies including salary costs based on Statistics Sweden data, estimated costs for organizational consultations, and profit margins from the hotel and restaurant sector. The values are derived from both government statistics and literature, with some estimates based on part",ok
78,Reports Database:The Bridge Project Western Australia SROI Forecast,other,Australia,Forecast,0,15000,99,fullpdf,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.0,unit_cost,"[""Department of Commerce (Wageline)"", ""Australian Tax Office"", ""DCS Human Resources Department 2011""]",2.0,partial,True,The report uses average annual personal disposable income for young people and the average cost of case management staff time as financial proxies. It discusses sensitivity regarding the assumptions made for attribution and deadweight.,ok
79,Reports Database:Scottish Chamber Orchestra’a Pilot Primary School Residency at ,education,UK,Evaluative,0,15000,45,fullpdf,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,mixed,[],,partial,True,"The report uses a variety of financial proxies to assign values to different outcomes, but does not specify named sources for these proxies. It discusses sensitivity analysis regarding the impact of external factors on the outcomes.",ok
80,Reports Database:SROI Forecast of Phase 1 of the Vineburgh Development,housing,Unknown,Forecast,0,15000,88,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,unit_cost,"[""Family Spending 2010, A Report on the Living Cost and Food Survey, Office for National Statistics"", ""The Cost of Poor Housing, Urban Regeneration and Non-Housing Outcomes, Peter Ambrose, University of Brighton"", ""The Role Of Mediation In Tackling Neighbour Disputes And Anti-Social Behaviour"", ""VOICE database (The SROI Network)""]",20.0,partial,True,"The report uses unit costs derived from various government and published service cost databases, alongside specific studies and surveys to estimate the financial proxies for different outcomes. Sensitivity analysis is included to discuss uncertainties around these proxy values.",ok
81,Reports Database:CREATE Potential Academy SROI,housing,UK,Forecast,0,15000,78,fullpdf,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,2.0,mixed,"[""Big Issue costs"", ""DWP work programme pricing guidance"", ""Social Enterprise Coalition report""]",5.0,partial,True,"The report uses a combination of cost-based proxies, including training costs and wage rates for volunteers, as well as external sources like the DWP and Big Issue for estimating the financial value of social outcomes. Sensitivity analysis is discussed regarding the uncertainty of proxy values.",ok
82,Reports Database:CREIN SROI Analysis,housing,UK,Evaluative,0,13823,88,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,mixed,[],,partial,True,"The report calculates impacts using financial proxies multiplied by the quantity of outcomes, while also accounting for deadweight, attribution, and displacement. It discusses sensitivity analysis regarding the assumptions made in the proxy values.",ok
85,Reports Database:Action for Children – Impact Report 2012,social_inclusion,UK,Evaluative,0,5147,24,fullpdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,mixed,"[""FMR Research""]",,partial,False,"The report utilizes a mixed approach to monetization, incorporating insights from FMR Research and various indicators developed through workshops and interviews with SIS customers. However, it does not specify distinct financial proxies or their values.",ok
86,Reports Database:Making Our Communities Better Places,housing,UK,Evaluative,1,12901,4,fullpdf,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.0,mixed,[],20.0,partial,False,"The report applies a range of extensively researched financial proxies to quantify social, economic, and environmental impacts, with a conservative approach valuing outcomes for only one year. No specific sources for the proxies are cited.",ok
87,Reports Database:Making an Impact: A SROI study of Emmaus UK,other,UK,Evaluative,0,15000,59,fullpdf,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,4.0,mixed,"[""Cabinet Office"", ""Department for Work and Pensions Social Cost-benefit Analysis Framework"", ""Unit Costs of Health and Social Care 2007"", ""British Thoracic Society"", ""Crisis"", ""Homeless Link and Resource Information services""]",10.0,partial,True,"The report employs a mixed approach to monetization, utilizing various sources including government frameworks and academic literature to derive financial proxies. It discusses sensitivity analysis regarding the uncertainty of these proxy values.",ok
88,Reports Database:COUI Teens and Toddlers Programme,education,UK,Evaluative,0,15000,27,fullpdf,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,replacement_cost,"[""NPC study""]",5.0,partial,True,"The report uses replacement cost proxies for quantifying the costs associated with teenage pregnancy and NEET outcomes, alongside market costs for NVQ1 qualifications. Sensitivity analysis is provided for key components affecting the SROI calculation.",ok
90,Reports Database:The Value of Early Intervention: Identifying the Social Return ,other,UK,Evaluative,0,15000,92,fullpdf,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4.0,mixed,"[""Together4Children toolkit"", ""Save the Children (2007)"", ""Barnardo\u2019s Outcomes Framework""]",5.0,partial,False,"The report uses a mix of financial proxies including costs of poor outcomes avoided, actual spending on similar benefits, and willingness to pay. Specific sources include the Together4Children toolkit and estimates from Save the Children.",ok
91,Reports Database:Work Related Learning Programme run by Action for Kids – SROI R,disability,UK,Evaluative,0,13606,40,fullpdf,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,mixed,"[""AQA/OCN qualification"", ""Cost of GP visit to NHS"", ""Cost of private health insurance"", ""Cost of respite service per hour"", ""Cost of a training course in elementary keyboarding"", ""Cost of Personal Assistant""]",10.0,partial,False,"The report uses a mix of financial proxies and direct costs to monetize outcomes for various stakeholders, including costs associated with training courses, respite services, and healthcare visits. Specific proxies are detailed in the appendices, indicating a structured approach to valuing social ou",ok
92,Reports Database:Daycare Trust Parent Champions Liverpool Prototype Project,housing,UK,Evaluative,0,15000,27,fullpdf,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,3.0,unit_cost,"[""Vauxhall Children\u2019s Centres Liverpool"", ""York Family Information Service Research"", ""Department for Education"", ""Cambridge Open College"", ""SROI Network VOIS database"", ""Daycare Trust Annual Childcare Costs Survey 2012"", ""Annual Survey of Hours and Earnings""]",15.0,partial,False,"The report uses unit costs for various services, such as childcare sessions and training courses, to estimate financial proxies. Sources include local children's centres and national databases like the Annual Survey of Hours and Earnings.",ok
96,Reports Database:National Association of Independent and Non-Maintained Special ,education,Unknown,Evaluative,1,15000,90,fullpdf,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3.0,unit_cost,"[""ONS"", ""DWP"", ""McNally and Telhaj (2010)"", ""McNally and Telhaj (2011)"", ""Action Research group"", ""latest available unit cost data per week of Local Authority residential care""]",5.0,partial,True,The report uses unit costs from government sources and academic literature to estimate the financial impact of various outcomes related to mental and physical health issues among siblings of students with special educational needs. It discusses the application of probabilities to reflect the likelih,ok
97,Reports Database:Shelter Scotland ‘More than housing’,housing,UK,Evaluative,0,15000,130,fullpdf,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2.0,unit_cost,[],10.0,partial,True,"The report uses unit costs of services to value some stakeholder outcomes, while also incorporating client assessments of the value of support. A sensitivity analysis was conducted to explore the impact of varying assumptions on the estimated social return.",ok
101,Reports Database:Galveston SROI Case Studies,environment,Canada,Evaluative,0,15000,95,fullpdf,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,mixed,"[""Final Regulatory Impact Analysis Corporate Average Fuel Economy for MY 2012-MY 2016 Passenger Cars and Light Trucks""]",10.0,partial,True,"The report employs a mixed approach to monetization, utilizing site-specific costs and various economic metrics such as Net Present Value and Benefit-Cost Ratio. It incorporates stakeholder input and risk analysis techniques, including Monte Carlo simulations, to address uncertainties in proxy value",ok
102,Reports Database:SROI Evaluative Analysis of Introduction to Supported Employmen,employment,Unknown,Evaluative,0,15000,46,fullpdf,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,wtp,"[""Government of Canada (2009) Advancing the Inclusion of People with Disabilities"", ""Mirowsky, J., & Ross, C.E., 1989"", ""Latson, S.R. (1995) Preventing Parent Burn Out""]",3.0,partial,True,"The report uses contingent valuation to assess the monetary value of improved personal well-being, with stakeholders indicating their willingness to pay varying amounts. Additionally, it monetizes decreased parental stress through cost avoidance of workshops, and discusses the reallocation of teache",ok
104,Reports Database:Measuring Social Return on Investment for Community Schools A C,education,USA,Evaluative,0,15000,66,fullpdf,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2.0,replacement_cost,"[""Justice Policy Institute. The Cost of Confinement: Why Good Juvenile Justice Policies Make Good Fiscal Sense."", ""Alliance for Excellent Education. 'Paying Double: Inadequate High Schools and Community College Remediation.'"", ""Bureau of Labor Statistics, US Department of Labor. 'The Unemployment Situation, December 2012.'"", ""US Department of Justice. Criminal Victimization 2007 Statistical Tables.""]",10.0,partial,False,"The report uses replacement cost proxies to estimate the financial value of avoided costs related to juvenile incarceration and education remediation, citing various sources for these values.",ok
105,Reports Database:Worth Every Penny of Every Pound: The social value of equalitie,social_inclusion,UK,Evaluative,0,14944,70,fullpdf,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2.0,wellby,"[""Cabinet Office study"", ""National Accounts of Well-being""]",5.0,partial,True,"The report uses well-being scores and financial proxies derived from the National Accounts of Well-being and a Cabinet Office study to estimate social value. It discusses sensitivity around the proxy values, particularly in relation to the outcomes for the LGBT community.",ok
106,Reports Database:Social Return on Investment (SROI) of Substance Misuse Work Lei,youth,UK,Evaluative,0,15000,32,fullpdf,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.0,unit_cost,"[""UK Council for Psychotherapy"", ""ACEVO Commission on Youth Unemployment"", ""Bennet Trevor, Drugs and Crime, Research Study 205, Home Office"", ""Wilkinson Francis, Heroin: The failure of Prohibition and What to do now, Paper No. 24, Centre for Reform"", ""National Treatment Agency"", ""Department of Education study 2009"", ""Frontier Economics""]",6.0,partial,True,"The report uses unit costs for various outcomes, including the cost of drug treatment and the opportunity cost of earnings from avoided custodial sentences. It discusses sensitivity analysis regarding the values of these proxies, particularly in relation to health costs and the impact of substance m",ok
111,Reports Database:Grounded: A  new approach to evaluating Runway 3,environment,UK,Evaluative,0,15000,61,fullpdf,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2.0,mixed,"[""Wadud literature on valuation of externalities in aviation""]",,partial,True,"The report employs a mixed approach to monetization, utilizing both a rerun of the DfT's model for economic benefits and carbon costs, and stakeholder engagement to estimate community impacts such as noise, air quality, and surface congestion. It references literature for valuation of externalities,",ok
113,Reports Database:Action for Children – Impact Report 2013,education,UK,Evaluative,0,15000,84,fullpdf,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,mixed,"[""University of Salford"", ""Action for Children"", ""Functional Family Therapy"", ""Multi-Systemic Therapy (MST)"", ""Multi-dimensional Treatment Foster Care (MTFC)""]",,partial,False,"The report utilizes a combination of internal evaluations and external research to assess the impact of various interventions, including evidence-based programs. Specific financial proxies are not detailed, indicating a mixed approach to monetization.",ok
114,Reports Database:Galveston Sustainable Return on Investment,environment,Canada,Evaluative,0,15000,95,fullpdf,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,mixed,"[""Final Regulatory Impact Analysis Corporate Average Fuel Economy for MY 2012-MY 2016 Passenger Cars and Light Trucks""]",10.0,partial,True,"The report employs a mixed approach to monetization, utilizing site-specific costs and various economic metrics such as Net Present Value and Benefit-Cost Ratio. It incorporates values from regulatory impact analyses and applies Monte Carlo simulations to account for uncertainty in proxy values.",ok
115,Reports Database:Social Return on Investment Forecast – Foresters Community Fina,environment,Australia,Forecast,0,15000,33,fullpdf,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,mixed,"[""National review of tele-counselling and web counselling services, 2002"", ""Australian Bureau of Statistics, 65300DO001_200910 Household Expenditure Survey, Australia: Summary Results, 2009\u201310"", ""Centre for Social Impact, 2012"", ""My Credit File report""]",10.0,partial,True,"The report uses a combination of willingness to pay and cost-based proxies, including the costs of financial services and average expenditures on social participation. It also discusses sensitivity around the longevity of impacts and the assumptions made regarding the financial benefits.",ok
116,Reports Database:Demonstrating Value: A final report on the Community Sector Cou,other,UK,Evaluative,0,15000,44,fullpdf,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,mixed,"[""Cabinet Office WELLBYs"", ""HACT Social Value Bank""]",10.0,partial,False,"The report uses a mix of financial proxies including WELLBY values and HACT Social Value Bank to assign dollar values to non-monetary outcomes, but does not fully monetize all identified outcomes.",ok
117,Reports Database:African Australian Inclusion Program (AAIP) Summary,employment,Australia,Evaluative,0,4392,2,fullpdf,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,mixed,[],5.0,full,False,"The report uses a mix of proxies to quantify social value, including improved employment prospects, self-esteem, and family relationships, with specific monetary values assigned to each outcome based on stakeholder experiences.",ok
118,Reports Database:Twenty Twenty Social Return on Investment,education,Unknown,Evaluative,0,15000,48,fullpdf,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3.0,unit_cost,"[""Department for Children, Schools and Families"", ""David Freud (DWP)"", ""HM Revenue and Customs""]",3.0,partial,True,"The report uses unit costs to estimate the financial value of outcomes such as education and employment, referencing government sources for wage differences and benefits. Sensitivity analysis is included to discuss uncertainties around these proxy values.",ok
120,Reports Database:Palestyle Forecast SROI Report,housing,USA,Forecast,0,15000,91,fullpdf,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,replacement_cost,[],4.0,partial,True,"The report monetizes several outcomes related to the embroidery work, including financial stress reduction and the ability to save money through community savings schemes. However, it does not specify named sources for the financial proxies used.",ok
121,Reports Database:SROI on Quality Checkers (Skills for People),disability,UK,Evaluative,0,15000,59,fullpdf,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,replacement_cost,"[""NHS Reference Costs""]",1.0,partial,True,"The report estimates the financial equivalence of inspiration based on the costs of medication and treatment for depression, specifically using NHS Reference Costs. It discusses sensitivity regarding the assumption that these costs will be saved.",ok
