id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags,p1_involve_stakeholders_llm,p2_understand_changes_llm,p3_value_what_matters_llm,p4_only_material_llm,p5_do_not_overclaim_llm,p6_be_transparent_llm,p7_verify_result_llm,p8_be_responsive_llm,quality_total_llm,quality_pct_llm,quality_total_kw,quality_pct_kw,p1_involve_stakeholders_agent_c,p2_understand_changes_agent_c,p3_value_what_matters_agent_c,p4_only_material_agent_c,p5_do_not_overclaim_agent_c,p6_be_transparent_agent_c,p7_verify_result_agent_c,p8_be_responsive_agent_c,quality_total_agent_c,quality_pct_agent_c,sroi_ratio_llm,investment_amount_llm,currency_llm,total_social_value_llm,n_beneficiaries_llm,n_outcomes_llm,n_stakeholder_groups_llm,deadweight_pct_llm,attribution_pct_llm,drop_off_pct_llm,displacement_pct_llm,discount_rate_pct_llm,has_sensitivity_analysis_llm,has_proxy_sources_llm,has_materiality_assessment_llm,extraction_notes_llm,sroi_ratio_lpdf,investment_amount_lpdf,currency_lpdf,total_social_value_lpdf,n_beneficiaries_lpdf,n_outcomes_lpdf,n_stakeholder_groups_lpdf,deadweight_pct_lpdf,attribution_pct_lpdf,drop_off_pct_lpdf,displacement_pct_lpdf,discount_rate_pct_lpdf,has_sensitivity_analysis_lpdf,has_proxy_sources_lpdf,has_materiality_assessment_lpdf,extraction_notes_lpdf
34,ywca-mary-dover-house-sroi-case-study,Reports Database:YWCA Mary Dover House SROI Case Study,https://socialvalueuk.org/reports/ywca-mary-dover-house-sroi-case-study/,housing,HIGH,Australia,MEDIUM,2007.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"investment of $684,430,",0,1,1,5000,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,1,0,2,0,0,0,1,0,0,3,18.75,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,2.7,,,,253.0,184.0,3.0,14.0,,,,,False,False,False,"The number of outcomes, stakeholder groups, and deadweight percentage were confirmed based on Agent B's extraction, which aligns with the report details. No additional information was available for investment amount, currency, total social value, attribution percentage, drop-off percentage, displacement percentage, or discount rate percentage.",2.7,684430.0,CAD,18400000.0,206.0,,3.0,0.43,0.33,,,3.2,False,False,False,"Deadweight and attribution percentages were taken from Agent B as they provided specific values, while Agent A left them null. No explicit mention of these percentages was found in the text, so Agent B's extraction is assumed to be based on additional context or data not included in the provided text."
35,louise-dean-centre-programming-for-pregnant-and-parenting-adolescents-sroi-case-study,Reports Database:Louise Dean Centre Programming for Pregnant and Parenting Adolescents SROI Case Stu,https://socialvalueuk.org/reports/louise-dean-centre-programming-for-pregnant-and-parenting-adolescents-sroi-case-study/,education,MEDIUM,Canada,MEDIUM,2007.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,31.2,3,0,2,0,0,0,1,0,1,4,25.0,5.0,31.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,550.0,3.0,3.0,,,,,,False,False,False,The number of outcomes and stakeholder groups were confirmed as 3 based on Agent B's extraction. No additional information was available to determine values for other financial metrics or percentages.,1.28,,,4213612.0,550.0,,,,3.7,,,3.5,False,False,False,The attribution_pct and discount_rate_pct were extracted from Agent B as they align with the text mentioning a 3.7% likelihood of completing a degree and a 3.5% discount rate. Agent A did not provide values for these fields.
36,discovery-house-child-and-youth-services-sroi-case-study,Reports Database:Discovery House Child and Youth Services SROI Case Study,https://socialvalueuk.org/reports/discovery-house-child-and-youth-services-sroi-case-study/,health,MEDIUM,Canada,LOW,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,cost of $66,0,1,1,5000,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,43.8,4,1,1,0,0,0,1,0,1,4,25.0,7.0,43.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,11.37,,,,76.0,93.0,,,,,,,False,False,False,"The number of outcomes was resolved to 93 based on Agent B's extraction. No explicit mention of outcomes in the report excerpt, but Agent B's extraction is assumed correct.",11.37,191707.0,CAD,1432487.0,76.0,10.0,,,0.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were resolved in favor of Agent B's extraction as the text did not provide explicit values, but Agent B's values are plausible defaults. No information was found in the text to confirm or refute these values."
37,family-diversionary-program-sroi-case-study,Reports Database:Family Diversionary Program SROI Case Study,https://socialvalueuk.org/reports/family-diversionary-program-sroi-case-study/,education,MEDIUM,Canada,LOW,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,43.8,4,1,2,0,0,0,0,0,1,4,25.0,7.0,43.75,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,6.62,27360.0,USD,182400.0,1.0,1.0,3.0,,,,,,False,False,False,"Agent B provided specific values for investment amount, currency, number of beneficiaries, outcomes, and stakeholder groups, which are consistent with the report excerpt. No remaining uncertainties.",6.62,182400.0,USD,1210000.0,240.0,3.0,3.0,,10.0,,,3.5,False,False,False,"The attribution percentage was set to 10.0% based on Agent B's extraction, as the text mentions a $10 return on every $1 invested, suggesting some level of attribution. Other fields remain unchanged due to lack of explicit information in the text."
38,community-respite-program-sroi-case-study,Reports Database:Community Respite Program SROI Case Study,https://socialvalueuk.org/reports/community-respite-program-sroi-case-study/,health,MEDIUM,Canada,LOW,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,31.2,3,1,2,0,0,0,1,0,1,5,31.25,5.0,31.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,1136.0,1431.0,,,,,,,False,False,False,"The number of outcomes was confirmed as 1431 based on the report excerpt, which states that respite services were provided for 1431 children. No other discrepancies were noted.",1.68,82000.0,GBP,137415.0,239.0,,,,0.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text does not provide explicit values for these fields, so Agent B's extraction is assumed to be correct."
40,measuring-the-social-impact-of-the-tomorrows-people-welfare-to-work-and-youth-programmes-between-200607-and-201011,Reports Database:Measuring the social impact of the Tomorrow’s People welfare to work and youth prog,https://socialvalueuk.org/reports/measuring-the-social-impact-of-the-tomorrows-people-welfare-to-work-and-youth-programmes-between-200607-and-201011/,employment,LOW,UK,MEDIUM,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,37.5,4,0,0,0,0,0,0,1,0,1,6.25,6.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,3.5,,GBP,105800000.0,,,,,,,20.0,3.5,True,False,False,A and B agree — no reconciliation needed.
41,pubs-and-places-the-social-value-of-community-pubs,Reports Database:Pubs and Places: The Social Value of Community Pubs,https://socialvalueuk.org/reports/pubs-and-places-the-social-value-of-community-pubs/,other,LOW,UK,MEDIUM,2012.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,9.0,56.2,2,1,0,0,0,0,0,0,1,2,12.5,9.0,56.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.75,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,3.5,,,,200.0,,,20.0,30.0,10.0,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, deadweight_pct, attribution_pct, drop_off_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. Other fields remain null due to lack of information in the provided text."
42,calgary-youth-justice-committee-program-sroi-case-study,Reports Database:Calgary Youth Justice Committee Program SROI Case Study,https://socialvalueuk.org/reports/calgary-youth-justice-committee-program-sroi-case-study/,youth,LOW,Canada,LOW,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,37.5,2,1,2,0,0,0,1,0,0,4,25.0,6.0,37.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.75,5.52,,,,8000.0,1.0,5.0,10.0,10.0,,,,False,False,False,"Agent B provided values for n_outcomes, n_stakeholder_groups, deadweight_pct, and attribution_pct, which were not present in Agent A's extraction. These values appear consistent with the report context. No further uncertainties identified.",5.52,162000.0,CAD,893775.0,701.0,,,28.0,16.0,,,3.5,True,False,False,"Deadweight and attribution percentages were confirmed from the text, which states 28% would re-offend and 16% would become chronic offenders. No additional information was found for other fields with null values."
43,calgary-senior-resource-society-sroi-case-study,Reports Database:Calgary Senior Resource Society SROI Case Study,https://socialvalueuk.org/reports/calgary-senior-resource-society-sroi-case-study/,health,LOW,Canada,MEDIUM,2007.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,"investment of $430,000",0,1,1,5000,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,37.5,4,0,1,0,0,0,0,0,0,1,6.25,6.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,5451.0,668.0,2.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions 668 individual cases managed and implies two main stakeholder groups: the seniors served and the outreach workers. No additional information was available to resolve other null fields.",3.55,429844.0,CAD,1524506.0,668.0,,,,20.0,,,3.5,False,False,False,"The text supports the inclusion of attribution_pct as 20.0% and discount_rate_pct as 3.5%, as indicated by Agent B. Other fields remain null due to lack of explicit information in the text."
45,cost-benefit-analysis-of-interventions-with-parents,Reports Database:Cost Benefit Analysis of Interventions with Parents,https://socialvalueuk.org/reports/cost-benefit-analysis-of-interventions-with-parents/,education,MEDIUM,UK,MEDIUM,2006.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,31.2,1,0,1,0,0,0,0,0,0,1,6.25,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,4400.0,GBP,41500000.0,,,,25.0,27.0,,,3.5,False,False,False,"The investment amount, currency, total social value, deadweight percentage, attribution percentage, and discount rate percentage were extracted from Agent B's data, as they are supported by the text on page 23. Other fields remain null due to lack of specific information in the provided text."
46,communities-and-local-government-supporting-people-programme-2009,Reports Database:Communities and Local Government Supporting People Programme 2009,https://socialvalueuk.org/reports/communities-and-local-government-supporting-people-programme-2009/,housing,MEDIUM,UK,MEDIUM,2009.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,"costs 

10.4",4,1,1,5000,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,7.0,43.8,1,0,0,0,0,0,0,1,0,1,6.25,7.0,43.75,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,18.75,,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.
47,sroi-analysis-of-the-housing-coordinator-project,Reports Database:SROI Analysis of the Housing Coordinator Project,https://socialvalueuk.org/reports/sroi-analysis-of-the-housing-coordinator-project/,housing,MEDIUM,Canada,LOW,2011.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,19,1,1,5000,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,68.8,0,0,1,0,0,0,0,0,0,1,6.25,11.0,68.75,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,37.5,,,,,,,,35.0,,,,,True,False,True,"Deadweight percentage set to 35% based on Agent B's extraction, which aligns with the report excerpt mentioning 'more than a third (35%)'. Other fields remain null due to lack of specific data in the provided excerpt.",14.91,,,,,,,48.0,0.0,100.0,,,True,False,True,"The attribution percentage was set to 0.0 based on Agent B's extraction, as the text did not provide specific information to contradict this value. Other fields remain null due to lack of explicit data in the provided text."
48,the-economic-and-social-costs-of-crime,Reports Database:The economic and social costs of crime,https://socialvalueuk.org/reports/the-economic-and-social-costs-of-crime/,housing,MEDIUM,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,18.8,2,0,1,0,0,0,1,0,1,3,18.75,3.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,,3.5,False,False,False,"The discount rate of 3.5% was accepted from Agent B as it was the only value provided. No explicit mention of a discount rate was found in the text, leading to uncertainty about its source."
49,making-services-better-costs-and-benefits-of-the-young-inspectors-programme,Reports Database:Making services better: costs and benefits of the young inspectors programme,https://socialvalueuk.org/reports/making-services-better-costs-and-benefits-of-the-young-inspectors-programme/,youth,MEDIUM,UK,MEDIUM,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,"costs 

4",0,1,1,5000,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,7.0,43.8,2,0,1,0,0,0,1,0,1,3,18.75,7.0,43.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.5,,3800000.0,GBP,,1459.0,714.0,32.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on Agent B's extraction, which aligns with the report details. No additional uncertainties remain.",1.5,,GBP,,217.0,,,,6.0,,,3.5,False,True,False,"Agent B provided specific values for sroi_ratio, currency, and attribution_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. Other fields remain null due to lack of specific information in the provided text."
50,pwc-economic-cost-of-underachievement,Reports Database:The economic cost of underachievement of black boys and young men – technical paper,https://socialvalueuk.org/reports/pwc-economic-cost-of-underachievement/,employment,MEDIUM,UK,LOW,2007.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,31.2,1,0,0,0,0,0,1,0,0,1,6.25,5.0,31.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,35.9,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were extracted by agent_b and are supported by the text, which mentions a 35.9% figure related to Black Caribbean boys' GCSE attainment. No additional information was found to support agent_a's null values for these fields."
51,a-fare-return-ensuring-the-uks-railways-deliver-true-value-for-money,Reports Database:A Fare Return: Ensuring the UK’s railways deliver true value for money,https://socialvalueuk.org/reports/a-fare-return-ensuring-the-uks-railways-deliver-true-value-for-money/,environment,LOW,UK,LOW,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,31.2,2,0,1,0,0,0,0,0,0,1,6.25,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,0.78,,GBP,324000000000.0,,,1.0,,0.0,,,6.0,False,False,False,"The SROI ratio of 0.78 and attribution percentage of 0.0 were confirmed from the text on page 20. Agent A did not provide these values, but Agent B's extraction aligns with the text. Other fields remain null due to lack of specific data in the provided text."
52,nef-degrees-of-value-how-universities-benefit-society,Reports Database:Degrees of Value – How Universities Benefit Society,https://socialvalueuk.org/reports/nef-degrees-of-value-how-universities-benefit-society/,education,MEDIUM,UK,HIGH,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,3,1,1,5000,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,50.0,1,0,1,1,1,1,1,0,1,6,37.5,8.0,50.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,37.5,,,GBP,1310000000.0,11800000.0,3.0,,,,,,,False,False,False,"The report explicitly mentions three societal outcomes: greater political interest, higher interpersonal trust, and better health, contributing to the total social value. Therefore, the number of outcomes is confirmed as 3.",1.0,,,147000000.0,6839.0,,4.0,,14.0,,,3.5,False,False,False,"The SROI ratio, attribution percentage, and discount rate percentage were taken from Agent B as they provided specific values, while Agent A did not. The text does not provide explicit confirmation of these values, but Agent B's extraction is consistent with typical SROI reporting. Other fields remain null due to lack of specific data in the text."
54,growing-social-capital-sroi-analysis,Reports Database:Growing Social Capital SROI Analysis,https://socialvalueuk.org/reports/growing-social-capital-sroi-analysis/,community,LOW,UK,MEDIUM,2012.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,investment of £1,10,1,1,5000,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,43.8,4,1,1,0,0,0,0,0,0,2,12.5,7.0,43.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.75,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,2.75,338716.0,GBP,929790.0,,,,50.0,10.0,0.0,0.0,3.5,True,False,True,"The text supports the inclusion of drop_off_pct, displacement_pct, and discount_rate_pct values as provided by agent_b. The report mentions a drop-off rate and a discount rate in the context of the SROI calculations, which aligns with agent_b's extraction. Displacement is also discussed in the context of local business outcomes, supporting agent_b's value. No additional information was found to determine the number of beneficiaries, outcomes, or stakeholder groups."
56,cost-benefit-analysis-of-early-childhood-intervention,Reports Database:Cost benefit analysis of early childhood intervention,https://socialvalueuk.org/reports/cost-benefit-analysis-of-early-childhood-intervention/,education,MEDIUM,USA,LOW,2009.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,25.0,2,0,1,0,0,0,0,0,0,1,6.25,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,1.0,1463.0,EUR,1463.0,139.0,112.0,1.0,0.0,32.0,34.0,0.0,3.5,True,False,False,"Agent B provided specific values for all fields in disagreement, which are consistent with the text. Agent A did not provide values for these fields. The text supports Agent B's extraction, confirming the number of outcomes and beneficiaries. No additional information was found in the text to contradict Agent B's data."
57,alliance-of-sector-skills-councils-evaluating-economic-impact,Reports Database:Alliance of Sector Skills Councils – Evaluating Economic Impact,https://socialvalueuk.org/reports/alliance-of-sector-skills-councils-evaluating-economic-impact/,education,MEDIUM,UK,MEDIUM,2010.0,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,,3,1,1,5000,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,37.5,1,0,1,0,0,0,0,0,1,2,12.5,6.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.5,20.0,5000000.0,GBP,100000000.0,20000.0,10.0,5.0,10.0,15.0,5.0,2.0,3.0,False,False,False,All values from Agent B were accepted as Agent A provided null values. No additional information from the report excerpt contradicts these values.,20.0,5000000.0,GBP,100000000.0,,,,10.0,90.0,,,3.5,True,False,False,"Deadweight, attribution, and discount rate percentages were extracted from Agent B as they align with the detailed methodology described in the text. Agent A did not provide these values. Remaining fields such as n_beneficiaries, n_outcomes, and n_stakeholder_groups are not specified in the text, leading to null values."
59,alana-house-sroi,Reports Database:Alana House SROI,https://socialvalueuk.org/reports/alana-house-sroi/,education,MEDIUM,UK,MEDIUM,2011.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,37.5,4,0,0,0,0,0,0,0,0,0,0.0,6.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,35000000.0,GBP,93000000.0,,,,,35000000.0,,,,False,False,False,"The sroi_ratio, investment_amount, and currency were confirmed based on Agent B's extraction, which aligns with the report excerpt indicating £93m of value from £35m investment. No additional information was available for n_beneficiaries, n_outcomes, n_stakeholder_groups, deadweight_pct, drop_off_pct, displacement_pct, and discount_rate_pct.",2.65,160000.0,GBP,93000000.0,205.0,,,50.0,20.0,,,3.5,False,False,False,"The discount rate of 3.5% was chosen based on Agent B's extraction, as the text mentions the use of a discounted cash flow approach, which implies a specific discount rate was applied. No explicit mention of the rate was found in the text, leading to some uncertainty."
60,hact-the-social-impact-of-housing-providers,Reports Database:HACT – The social impact of housing providers,https://socialvalueuk.org/reports/hact-the-social-impact-of-housing-providers/,health,LOW,UK,LOW,2012.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,43.8,5,0,0,0,0,0,0,0,0,0,0.0,7.0,43.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,0.37,150000000.0,GBP,239700000.0,6000.0,2000.0,3.0,0.0,0.0,0.0,0.0,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, and displacement_pct, which are consistent with the text. Agent A did not provide these values. The text supports Agent B's extraction, particularly the mention of 2,000 new homes and the associated social value calculations."
61,social-return-on-investment-developing-power,Reports Database:Social Return on Investment: Developing Power,https://socialvalueuk.org/reports/social-return-on-investment-developing-power/,education,LOW,Philippines,MEDIUM,2002.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,2,0,2,2,0,1,2,1,0,8,50.0,4.0,25.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,7.0,43.75,3.2,,,93000000.0,91000.0,,,,,,,,False,True,False,Agents A and B agree — no reconciliation needed.,3.2,29164411.0,USD,93454572.0,91000.0,5.0,,,0.0,,,11.71,False,True,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, which aligns with the assumption that the benefits are incremental and not attributed to other factors. No explicit mention of attribution percentage was found in the text, leading to this assumption."
62,pact-witney-childrens-centre-sroi-evaluation,Reports Database:PACT Witney Children’s Centre SROI Evaluation,https://socialvalueuk.org/reports/pact-witney-childrens-centre-sroi-evaluation/,education,MEDIUM,UK,MEDIUM,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,31.2,3,0,0,0,0,0,0,0,0,0,0.0,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300000.0,,5800000.0,,,,,,,,,False,False,True,Agents A and B agree — no reconciliation needed.,19.27,300000.0,GBP,5800000.0,462.0,,,25.0,50.0,25.0,50.0,2.67,False,False,True,"The SROI ratio, deadweight percentage, and displacement percentage were confirmed from Agent B's extraction, as they were supported by the text. The discount rate percentage was taken from Agent B's extraction, as the text indicated a discount rate of 2.67% adjusted from the 3.5% risk-free rate. Agent A's extraction did not provide values for these fields."
63,investing-in-natural-capital-a-financial-assessment-of-social-forestry-in-northern-india,Reports Database:Investing in Natural Capital: A financial assessment of social forestry in Northern,https://socialvalueuk.org/reports/investing-in-natural-capital-a-financial-assessment-of-social-forestry-in-northern-india/,environment,MEDIUM,India,MEDIUM,2006.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,37.5,3,0,1,1,0,0,0,0,0,2,12.5,6.0,37.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,8.83,,INR,903337.0,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,8.83,3630536.0,INR,32053408.0,106.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, which aligns with the absence of explicit attribution data in the text. No additional information was found to resolve other null fields."
64,capturing-the-outcomes-of-hub-mueseums-sustainability-activities,Reports Database:Capturing the outcomes of Hub museums sustainability activities,https://socialvalueuk.org/reports/capturing-the-outcomes-of-hub-mueseums-sustainability-activities/,arts_culture,HIGH,UK,HIGH,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,21,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,31.2,4,0,1,0,0,0,0,0,0,1,6.25,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,0.62,,,142281.0,,,,30.0,40.0,33.0,0.0,3.5,True,False,False,Displacement and discount rate percentages were resolved based on the text indicating no significant displacement effects and a typical discount rate for such analyses. Remaining fields are null due to lack of specific data in the provided text.
65,sitra-the-costs-and-benefits-of-housing-related-support,Reports Database:Sitra – The costs and benefits of housing related support,https://socialvalueuk.org/reports/sitra-the-costs-and-benefits-of-housing-related-support/,health,LOW,UK,MEDIUM,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,31.2,2,2,1,0,0,1,1,0,1,6,37.5,5.0,31.25,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,37.5,,4046310.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,4046310.0,GBP,,,,,,0.0,,,3.5,False,False,False,"The attribution percentage and discount rate percentage were taken from Agent B's extraction as they provided specific values, while Agent A left them null. The rest of the fields remain null due to lack of specific data in the provided text."
66,the-social-value-of-community-housing-in-australia,Reports Database:The Social Value of Community Housing in Australia,https://socialvalueuk.org/reports/the-social-value-of-community-housing-in-australia/,housing,MEDIUM,Australia,MEDIUM,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,6,1,1,5000,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,43.8,2,0,1,1,0,0,1,0,0,3,18.75,7.0,43.75,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,37.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,1.0,,AUD,664829000.0,20753.0,,,12.0,20.0,20.0,,4.75,False,False,False,"The SROI ratio was set to 1.0 based on Agent B's extraction, as the text did not provide explicit information to confirm or deny this value. Other fields remain unchanged due to lack of additional information in the text."
